date,trainNo,trainName,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,actual_platform_arrival,suggestions,actual_platform,incoming_line,outgoing_line
2025-11-19,12837,Howrah - Puri Superfast Express (PT),00:13,00:18,01:03,01:03,01:03,"4, 6, 2, 1, 3","4, 2",HWH UP,TATA MD
